customer_id,age,banked_flag,job_category,housing_type,dependents,employment_years,residence_years,loan_amount,duration_months,interest_rate,existing_monthly_obligation,average_monthly_inflow,average_monthly_outflow,emi,net_monthly_surplus,emi_coverage_ratio,loan_to_income_ratio,existing_obligation_ratio,dependent_ratio,employment_stability_score,income_variance_index,residence_stability_score,digital_behavior_score,location_type,digital_risk_score,purpose,credit_risk
CUST0449,32,1,2,0,5,3,5,8394,24,0.2,1269.45,3201,2354.38,427.22,-850.05,0.0,2.62,0.4,0.33,0.24,0.34,0.42,0.64,1,0.54,0,1
CUST0450,45,0,2,0,4,3,2,18565,36,0.15,846.38,2192,1603.36,643.56,-901.3,0.0,5.0,0.39,0.14,0.35,0.33,0.36,0.48,1,0.69,0,1
CUST0451,42,0,1,2,2,3,4,5817,18,0.22,1067.87,2047,1747.4,382.34,-1150.61,0.0,2.84,0.52,0.08,0.17,0.56,0.31,0.35,1,0.58,0,1
CUST0452,36,0,2,0,6,3,1,6527,36,0.19,682.14,1821,1619.34,239.25,-719.73,0.0,3.58,0.37,0.32,0.2,0.67,0.37,0.3,1,0.78,1,1
CUST0453,35,0,1,2,4,2,4,9908,36,0.21,1044.96,2087,1619.04,373.28,-950.28,0.0,4.75,0.5,0.22,0.25,0.46,0.38,0.42,1,0.66,1,1
CUST0454,41,0,2,2,5,1,1,12476,18,0.17,1708.56,3127,2512.6,790.11,-1884.27,0.0,3.99,0.55,0.21,0.19,0.42,0.37,0.5,1,0.72,0,1
CUST0455,45,0,2,0,5,5,3,9139,24,0.16,1348.45,2960,2360.79,447.47,-1196.71,0.0,3.09,0.46,0.18,0.36,0.6,0.3,0.36,1,0.7,1,1
CUST0456,36,0,2,2,4,0,1,12805,24,0.19,1744.66,3317,2893.12,645.48,-1966.26,0.0,3.86,0.53,0.21,0.27,0.55,0.25,0.45,1,0.63,1,1
CUST0457,45,0,1,2,6,4,3,7954,24,0.22,679.81,1827,1676.79,412.64,-942.24,0.0,4.35,0.37,0.21,0.16,0.5,0.34,0.41,1,0.56,0,1
CUST0458,39,0,1,0,4,1,2,9739,24,0.18,1040.17,2110,1864.0,486.21,-1280.38,0.0,4.62,0.49,0.18,0.3,0.6,0.31,0.37,1,0.64,0,1
CUST0459,36,0,1,2,5,3,1,5511,18,0.19,954.89,2430,1876.23,354.27,-755.39,0.0,2.27,0.39,0.26,0.17,0.59,0.29,0.47,1,0.76,1,1
CUST0460,43,0,2,0,5,5,4,6668,18,0.2,1113.13,2521,2098.51,431.84,-1122.48,0.0,2.64,0.44,0.19,0.37,0.54,0.32,0.51,1,0.67,0,1
CUST0461,30,0,2,2,6,3,1,5980,24,0.21,1306.81,3433,2598.26,307.29,-779.36,0.0,1.74,0.38,0.46,0.24,0.68,0.27,0.45,1,0.76,0,1
CUST0462,43,0,1,0,4,1,2,12008,18,0.17,1238.41,2363,1912.31,760.47,-1548.19,0.0,5.0,0.52,0.15,0.25,0.56,0.32,0.57,1,0.76,1,1
CUST0463,44,0,1,0,5,5,4,6440,36,0.19,855.22,1771,1569.05,236.06,-889.33,0.0,3.64,0.48,0.19,0.24,0.47,0.29,0.46,1,0.81,1,1
CUST0464,33,0,1,2,2,4,3,13192,36,0.17,1096.31,2822,2384.84,470.33,-1129.48,0.0,4.67,0.39,0.12,0.29,0.56,0.21,0.47,1,0.6,1,1
CUST0465,41,0,1,2,6,1,1,8504,18,0.18,1759.84,3336,2902.17,542.6,-1868.61,0.0,2.55,0.53,0.25,0.25,0.63,0.33,0.42,1,0.56,0,1
CUST0466,35,0,1,0,2,4,3,10258,24,0.17,1097.76,2395,2195.17,507.18,-1405.11,0.0,4.28,0.46,0.11,0.22,0.45,0.37,0.35,1,0.81,0,1
CUST0467,26,0,2,2,2,5,1,8882,24,0.17,1457.88,2758,2135.29,439.15,-1274.32,0.0,3.22,0.53,0.22,0.21,0.66,0.4,0.32,1,0.61,0,1
CUST0468,40,0,2,2,4,0,3,11615,36,0.19,1096.44,2541,2114.9,425.76,-1096.1,0.0,4.57,0.43,0.17,0.2,0.65,0.26,0.59,1,0.73,0,1
CUST0469,42,0,1,0,6,3,4,5374,36,0.2,1072.59,2834,2502.68,199.72,-940.99,0.0,1.9,0.38,0.24,0.27,0.45,0.25,0.59,1,0.81,1,1
CUST0470,26,0,2,0,3,0,1,11900,24,0.21,639.9,1502,1340.85,611.49,-1090.24,0.0,5.0,0.43,0.33,0.23,0.58,0.33,0.45,1,0.56,0,1
CUST0471,34,0,2,2,3,5,3,11077,18,0.21,696.19,1683,1536.18,722.72,-1272.09,0.0,5.0,0.41,0.18,0.31,0.5,0.26,0.53,1,0.67,0,1
CUST0472,35,0,1,0,6,2,1,6190,36,0.23,771.53,2199,1876.83,239.61,-688.97,0.0,2.81,0.35,0.33,0.15,0.45,0.32,0.51,1,0.68,1,1
CUST0473,42,0,1,2,5,5,1,9783,24,0.23,642.14,1666,1350.88,512.37,-839.39,0.0,5.0,0.39,0.2,0.33,0.6,0.2,0.44,1,0.8,1,1
CUST0474,25,0,1,0,4,1,1,14050,36,0.18,775.05,1953,1703.07,507.94,-1033.06,0.0,5.0,0.4,0.5,0.26,0.5,0.26,0.57,1,0.74,0,1
CUST0475,25,0,2,2,4,4,4,6793,36,0.18,920.91,1901,1664.51,245.58,-930.0,0.0,3.57,0.48,0.5,0.29,0.45,0.33,0.52,1,0.58,0,1
CUST0476,41,0,2,2,2,5,3,13176,24,0.16,1449.98,2992,2461.25,645.14,-1564.37,0.0,4.4,0.48,0.08,0.3,0.64,0.27,0.55,1,0.66,0,1
CUST0477,41,0,2,0,6,0,2,4769,24,0.23,1014.52,2455,2063.45,249.77,-872.74,0.0,1.94,0.41,0.25,0.24,0.49,0.39,0.54,1,0.82,0,1
CUST0478,38,0,1,2,3,1,3,9092,18,0.21,1543.58,3461,2652.66,593.21,-1328.45,0.0,2.63,0.45,0.14,0.34,0.57,0.34,0.4,1,0.62,0,1
CUST0479,40,0,2,2,4,4,2,5194,36,0.21,944.44,1988,1749.23,195.68,-901.35,0.0,2.61,0.48,0.17,0.28,0.42,0.21,0.31,1,0.63,0,1
CUST0480,29,0,2,2,4,4,4,5077,18,0.21,665.01,1626,1374.09,331.25,-744.35,0.0,3.12,0.41,0.33,0.24,0.43,0.37,0.37,1,0.71,0,1
CUST0481,39,0,2,0,6,4,1,9564,36,0.24,1007.7,2286,2018.76,375.22,-1115.68,0.0,4.18,0.44,0.27,0.23,0.45,0.22,0.48,1,0.57,0,1
CUST0482,43,0,2,0,5,3,4,7046,18,0.17,660.19,1758,1331.67,446.22,-680.08,0.0,4.01,0.38,0.19,0.28,0.54,0.34,0.41,1,0.71,0,1
CUST0483,29,0,2,0,4,2,1,12481,36,0.21,978.19,2461,1906.25,470.22,-893.66,0.0,5.0,0.4,0.33,0.34,0.56,0.21,0.4,1,0.81,0,1
CUST0484,27,0,1,0,5,4,3,13476,36,0.24,953.79,2199,1879.57,528.7,-1163.06,0.0,5.0,0.43,0.5,0.19,0.53,0.37,0.31,1,0.61,0,1
CUST0485,45,0,1,0,6,1,2,11876,36,0.22,1000.4,1956,1737.89,453.55,-1235.84,0.0,5.0,0.51,0.21,0.24,0.51,0.38,0.3,1,0.55,1,1
CUST0486,25,0,1,2,4,3,2,14343,36,0.23,1436.78,2636,2138.28,555.21,-1494.27,0.0,5.0,0.55,0.5,0.2,0.48,0.25,0.38,1,0.6,0,1
CUST0487,30,0,1,2,4,0,1,6248,24,0.21,794.0,1901,1711.76,321.06,-925.82,0.0,3.29,0.42,0.31,0.2,0.53,0.28,0.41,1,0.6,1,1
CUST0488,27,0,1,2,3,1,4,10131,24,0.21,694.9,1742,1595.82,520.59,-1069.31,0.0,5.0,0.4,0.3,0.16,0.57,0.24,0.46,1,0.76,1,1
CUST0489,32,0,2,2,6,4,4,7428,36,0.17,776.67,1609,1335.49,264.83,-767.99,0.0,4.62,0.48,0.4,0.16,0.54,0.37,0.49,1,0.69,1,1
CUST0490,41,0,1,0,4,4,4,12106,24,0.18,1308.88,2450,2004.49,604.38,-1467.75,0.0,4.94,0.53,0.17,0.28,0.41,0.25,0.36,1,0.78,1,1
CUST0491,31,0,2,0,6,1,3,8170,36,0.17,869.55,2126,1866.15,291.28,-900.98,0.0,3.84,0.41,0.43,0.27,0.46,0.21,0.45,1,0.64,1,1
CUST0492,39,0,2,0,5,2,3,10264,18,0.17,1142.58,2385,1883.54,650.02,-1291.14,0.0,4.3,0.48,0.23,0.23,0.42,0.39,0.45,1,0.72,1,1
CUST0493,32,0,1,2,4,0,2,9468,18,0.21,848.87,1701,1348.05,617.74,-1113.66,0.0,5.0,0.5,0.27,0.33,0.64,0.24,0.48,1,0.59,1,1
CUST0494,25,0,2,0,4,3,4,13501,36,0.16,1685.75,3077,2649.9,474.66,-1733.31,0.0,4.39,0.55,0.5,0.37,0.64,0.25,0.52,1,0.61,0,1
CUST0495,41,0,2,0,4,0,3,7077,24,0.22,1058.96,2702,2347.09,367.14,-1071.19,0.0,2.62,0.39,0.17,0.25,0.56,0.28,0.47,1,0.58,0,1
CUST0496,40,0,2,0,3,3,4,10608,36,0.2,1120.33,3159,2544.36,394.23,-899.92,0.0,3.36,0.35,0.13,0.33,0.66,0.23,0.59,1,0.64,1,1
CUST0497,37,0,2,2,6,3,2,11778,18,0.19,916.42,1918,1752.15,757.13,-1507.7,0.0,5.0,0.48,0.3,0.22,0.45,0.35,0.35,1,0.77,1,1
CUST0498,25,0,1,2,5,2,2,7818,24,0.21,680.33,1882,1433.89,401.73,-633.95,0.0,4.15,0.36,0.62,0.27,0.45,0.39,0.42,1,0.59,0,1
CUST0499,29,0,2,0,2,3,2,6128,18,0.18,1254.73,2598,2309.73,391.0,-1357.46,0.0,2.36,0.48,0.17,0.19,0.56,0.27,0.36,1,0.74,1,1
CUST0500,33,0,1,2,5,0,4,13909,18,0.2,1005.95,1913,1730.79,900.79,-1724.53,0.0,5.0,0.53,0.31,0.26,0.56,0.36,0.39,1,0.79,1,1
CUST0501,46,1,4,1,1,17,7,158803,36,0.1,2078.04,34493,16090.4,5124.13,11200.43,3.19,4.6,0.06,0.03,0.88,0.16,0.91,0.57,0,0.23,1,0
CUST0502,36,1,4,1,0,12,15,190964,48,0.11,2482.98,30708,11955.98,4935.56,11333.48,3.3,5.0,0.08,0.0,0.96,0.19,0.85,0.74,0,0.12,1,0
CUST0503,46,1,4,1,0,16,10,157504,48,0.09,662.99,20015,8186.78,3919.49,7245.74,2.85,5.0,0.03,0.0,0.82,0.16,0.9,0.67,0,0.16,1,0
CUST0504,47,1,4,1,1,8,5,115694,36,0.11,2133.78,27740,11071.24,3787.67,10747.31,3.84,4.17,0.08,0.03,0.89,0.14,0.79,0.71,0,0.23,1,0
CUST0505,49,1,4,1,1,12,7,94718,36,0.11,935.96,24191,9792.83,3100.95,10361.26,4.34,3.92,0.04,0.03,0.94,0.1,0.9,0.55,0,0.15,1,0
CUST0506,49,1,4,1,0,11,5,189538,36,0.1,2863.3,38467,14874.64,6115.86,14613.2,3.39,4.93,0.07,0.0,0.9,0.16,0.9,0.58,0,0.22,1,0
CUST0507,49,1,4,1,2,8,5,148931,36,0.12,860.87,18435,7972.22,4946.64,4655.27,1.94,5.0,0.05,0.06,0.83,0.13,0.96,0.63,0,0.13,1,0
CUST0508,37,1,4,1,0,20,15,94009,60,0.1,1105.68,29455,12907.04,1997.41,13444.87,7.73,3.19,0.04,0.0,0.87,0.15,0.81,0.6,0,0.2,1,0
CUST0509,48,1,4,1,0,11,6,143474,48,0.1,1194.82,22917,9998.68,3638.87,8084.63,3.22,5.0,0.05,0.0,0.88,0.14,0.79,0.75,0,0.22,1,0
CUST0510,46,1,4,1,0,11,11,129045,60,0.1,1428.12,17879,9273.24,2741.82,4435.82,2.62,5.0,0.08,0.0,0.95,0.19,0.88,0.61,0,0.12,1,0
CUST0511,45,1,4,1,2,20,7,137044,36,0.11,2114.61,40465,20384.46,4486.64,13479.29,4.0,3.39,0.05,0.07,0.96,0.14,0.84,0.7,0,0.21,1,0
CUST0512,47,1,4,1,2,19,8,181968,60,0.11,1526.7,48490,18516.43,3956.43,24490.44,7.19,3.75,0.03,0.07,0.94,0.09,0.82,0.66,0,0.14,1,0
CUST0513,37,1,4,1,0,13,12,127755,36,0.09,618.03,18927,7733.84,4062.57,6512.56,2.6,5.0,0.03,0.0,0.97,0.15,0.95,0.73,0,0.16,1,0
CUST0514,43,1,4,1,2,20,5,186543,48,0.11,1133.69,35810,15053.94,4821.3,14801.07,4.07,5.0,0.03,0.08,0.96,0.12,0.82,0.68,0,0.26,1,0
CUST0515,42,1,4,1,2,14,13,134315,36,0.1,2688.36,29578,11264.66,4333.97,11291.01,3.61,4.54,0.09,0.08,0.83,0.1,0.89,0.59,0,0.14,1,0
CUST0516,37,1,4,1,2,16,8,111947,60,0.09,1366.65,26382,12702.89,2323.84,9988.62,5.3,4.24,0.05,0.1,0.94,0.11,0.81,0.61,0,0.15,1,0
CUST0517,49,1,4,1,1,20,12,70975,48,0.1,1717.22,28199,11377.94,1800.11,13303.73,8.39,2.52,0.06,0.03,0.9,0.17,0.92,0.75,0,0.24,1,0
CUST0518,35,1,4,1,1,9,9,190823,36,0.11,2265.03,39996,16182.3,6247.3,15301.37,3.45,4.77,0.06,0.06,0.87,0.11,0.88,0.67,0,0.16,1,0
CUST0519,50,1,4,1,0,11,5,53364,60,0.11,1622.78,27826,12031.85,1160.26,13011.11,12.21,1.92,0.06,0.0,0.89,0.13,0.91,0.65,0,0.16,1,0
CUST0520,53,1,4,1,1,8,6,150879,60,0.09,1907.73,19668,9574.64,3132.0,5053.63,2.61,5.0,0.1,0.03,0.94,0.17,0.84,0.73,0,0.21,1,0
CUST0521,46,1,4,1,2,14,11,114694,36,0.1,1038.57,18781,9559.63,3700.85,4481.95,2.21,5.0,0.06,0.07,0.93,0.08,0.9,0.59,0,0.21,1,0
CUST0522,39,1,4,1,0,17,14,92317,36,0.09,2527.27,31665,12441.9,2935.66,13760.17,5.69,2.92,0.08,0.0,0.88,0.16,0.96,0.57,0,0.26,1,0
CUST0523,48,1,4,1,1,12,9,181241,60,0.11,1333.66,25867,11215.68,3940.62,9377.04,3.38,5.0,0.05,0.03,0.89,0.19,0.91,0.57,0,0.21,1,0
CUST0524,46,1,4,1,1,19,8,154325,60,0.1,2122.21,24352,12618.81,3278.95,6332.03,2.93,5.0,0.09,0.03,0.82,0.09,0.91,0.68,0,0.22,1,0
CUST0525,48,1,4,1,0,13,7,85214,36,0.1,987.5,26182,11791.48,2749.62,10653.4,4.87,3.25,0.04,0.0,0.91,0.11,0.82,0.74,0,0.25,1,0
CUST0526,41,1,4,1,1,15,15,78624,60,0.09,1805.89,31996,13471.52,1632.1,15086.49,10.24,2.46,0.06,0.04,0.86,0.12,0.89,0.67,0,0.22,1,0
CUST0527,38,1,4,1,0,12,5,60973,36,0.1,879.52,15623,7668.55,1967.43,5107.5,3.6,3.9,0.06,0.0,0.9,0.2,0.83,0.67,0,0.24,1,0
CUST0528,54,1,4,1,1,13,15,139935,48,0.11,3302.91,43144,22078.46,3616.69,14145.94,4.91,3.24,0.08,0.03,0.88,0.09,0.84,0.63,0,0.12,1,0
CUST0529,49,1,4,1,2,10,5,82216,60,0.1,3598.1,41332,19752.44,1746.85,16234.61,10.29,1.99,0.09,0.06,0.88,0.15,0.9,0.67,0,0.17,1,0
CUST0530,41,1,4,1,2,13,5,144425,36,0.12,1177.7,15205,7344.23,4796.98,1886.09,1.39,5.0,0.08,0.08,0.86,0.14,0.91,0.75,0,0.16,1,1
CUST0531,50,1,4,1,2,14,9,101138,60,0.09,1511.51,21583,9772.95,2099.46,8199.08,4.91,4.69,0.07,0.06,0.96,0.14,0.8,0.75,0,0.15,1,0
CUST0532,52,1,4,1,0,15,6,176397,60,0.11,1911.69,45592,18878.27,3835.3,20966.74,6.47,3.87,0.04,0.0,0.97,0.16,0.8,0.8,0,0.11,1,0
CUST0533,45,1,4,1,1,11,9,174859,60,0.09,2705.62,40132,16012.9,3629.79,17783.69,5.9,4.36,0.07,0.04,0.94,0.09,0.9,0.77,0,0.27,1,0
CUST0534,54,1,4,1,2,13,11,150047,60,0.11,1730.07,19238,8823.82,3262.39,5421.72,2.66,5.0,0.09,0.05,0.95,0.11,0.8,0.57,0,0.12,1,0
CUST0535,53,1,4,1,2,9,14,146400,36,0.12,1923.67,27331,14036.37,4862.57,6508.39,2.34,5.0,0.07,0.06,0.82,0.09,0.88,0.76,0,0.28,1,0
CUST0536,45,1,4,1,2,20,7,186249,60,0.11,2244.7,38922,16000.83,4049.5,16626.97,5.11,4.79,0.06,0.07,0.91,0.14,0.81,0.79,0,0.25,1,0
CUST0537,50,1,4,1,0,17,9,88239,60,0.11,3554.05,44870,22084.15,1918.53,17313.27,10.02,1.97,0.08,0.0,0.92,0.12,0.96,0.58,0,0.28,1,0
CUST0538,53,1,4,1,2,11,12,126413,60,0.12,4018.71,46344,17992.31,2811.99,21520.99,8.65,2.73,0.09,0.06,0.84,0.17,0.93,0.78,0,0.14,1,0
CUST0539,36,1,4,1,1,19,11,128407,60,0.12,842.31,26732,10753.94,2856.34,12279.41,5.3,4.8,0.03,0.05,0.88,0.13,0.87,0.64,0,0.17,1,0
CUST0540,37,1,4,1,2,12,9,101142,60,0.12,1942.17,49592,21578.87,2249.85,23821.11,11.59,2.04,0.04,0.1,0.94,0.15,0.92,0.76,0,0.23,1,0
CUST0541,49,1,4,1,2,10,12,176469,48,0.12,2220.37,25727,10531.79,4647.11,8327.73,2.79,5.0,0.09,0.06,0.85,0.16,0.85,0.76,0,0.12,1,0
CUST0542,39,1,4,1,1,18,7,64766,36,0.1,3815.12,39677,17709.54,2089.82,16062.52,8.69,1.63,0.1,0.05,0.84,0.14,0.84,0.66,0,0.13,1,0
CUST0543,47,1,4,1,0,9,8,153978,48,0.1,1306.65,31056,14393.27,3905.28,11450.8,3.93,4.96,0.04,0.0,0.94,0.17,0.96,0.72,0,0.12,1,0
CUST0544,49,1,4,1,1,18,15,166685,48,0.09,1543.32,40041,15869.36,4147.96,18480.36,5.46,4.16,0.04,0.03,0.92,0.19,0.82,0.7,0,0.28,1,0
CUST0545,50,1,4,1,2,19,6,97473,48,0.1,1988.0,32938,15488.88,2472.17,12988.95,6.25,2.96,0.06,0.06,0.91,0.09,0.79,0.78,0,0.24,1,0
CUST0546,40,1,4,1,2,8,11,195767,60,0.11,1432.89,41563,18878.42,4256.45,16995.24,4.99,4.71,0.03,0.09,0.95,0.14,0.93,0.71,0,0.24,1,0
CUST0547,41,1,4,1,0,17,7,51395,60,0.1,742.84,22689,9620.17,1091.99,11234.0,11.29,2.27,0.03,0.0,0.91,0.16,0.8,0.61,0,0.24,1,0
CUST0548,37,1,4,1,2,12,10,192718,36,0.1,695.33,23173,11872.27,6218.47,4386.93,1.71,5.0,0.03,0.1,0.87,0.19,0.87,0.75,0,0.22,1,0
CUST0549,49,1,4,1,2,15,10,187013,48,0.11,1888.62,24165,10910.08,4833.45,6532.85,2.35,5.0,0.08,0.06,0.93,0.09,0.79,0.59,0,0.25,1,0
CUST0550,41,1,4,1,2,16,8,144126,48,0.09,837.71,23795,11115.21,3586.58,8255.5,3.3,5.0,0.04,0.08,0.86,0.13,0.94,0.65,0,0.11,1,0
CUST0551,38,1,2,1,1,9,9,14312,36,0.12,793.52,7484,4416.47,475.36,1798.65,4.78,1.91,0.11,0.05,0.65,0.25,0.67,0.67,0,0.26,0,0
CUST0552,37,1,3,1,3,6,9,21329,24,0.11,657.39,4635,2294.91,994.1,688.6,1.69,4.6,0.14,0.15,0.78,0.14,0.78,0.55,0,0.2,0,0
CUST0553,37,1,2,1,1,9,8,24043,24,0.12,979.13,7101,4254.05,1131.79,736.03,1.65,3.39,0.14,0.05,0.73,0.22,0.8,0.52,0,0.39,0,0
CUST0554,42,1,3,2,2,7,6,8311,24,0.12,608.72,5480,2763.31,391.23,1716.74,5.39,1.52,0.11,0.08,0.67,0.27,0.74,0.57,0,0.35,0,0
CUST0555,43,1,2,2,2,12,8,17398,36,0.13,966.13,7750,4405.88,586.21,1791.78,4.06,2.24,0.12,0.08,0.8,0.16,0.74,0.5,0,0.25,0,0
CUST0556,40,1,2,1,3,8,4,13410,24,0.1,680.68,4738,2504.48,618.8,934.04,2.51,2.83,0.14,0.13,0.78,0.12,0.81,0.64,0,0.39,0,0
CUST0557,34,1,3,1,2,5,8,14231,24,0.12,1010.71,7929,4752.96,669.9,1495.43,3.23,1.79,0.13,0.12,0.67,0.24,0.81,0.68,0,0.37,0,0
CUST0558,31,1,3,1,3,8,5,10461,36,0.13,1307.87,8975,5091.75,352.47,2222.91,7.31,1.17,0.15,0.21,0.7,0.18,0.68,0.51,0,0.38,0,0
CUST0559,37,1,2,2,2,12,6,16675,24,0.1,803.1,8416,4942.72,769.47,1900.71,3.47,1.98,0.1,0.1,0.8,0.27,0.81,0.6,0,0.38,0,0
CUST0560,44,1,2,2,1,12,6,17776,36,0.1,1000.03,7999,4315.08,573.58,2110.31,4.68,2.22,0.13,0.04,0.7,0.12,0.69,0.53,0,0.3,0,0
CUST0561,34,1,2,2,1,7,10,16196,24,0.11,683.41,7364,4003.31,754.86,1922.42,3.55,2.2,0.09,0.06,0.8,0.21,0.66,0.72,0,0.32,0,0
CUST0562,44,1,2,2,3,11,4,19771,24,0.1,383.57,5325,2813.91,912.33,1215.19,2.33,3.71,0.07,0.11,0.7,0.17,0.61,0.64,0,0.39,0,0
CUST0563,38,1,3,2,3,12,10,12175,36,0.12,477.35,4973,3046.75,404.38,1044.52,3.58,2.45,0.1,0.14,0.77,0.24,0.78,0.51,0,0.39,0,0
CUST0564,30,1,2,2,3,5,10,15749,24,0.12,744.28,5033,2708.58,741.36,838.78,2.13,3.13,0.15,0.23,0.77,0.19,0.66,0.6,0,0.35,0,0
CUST0565,37,1,2,1,2,6,10,16635,24,0.12,538.81,5249,2902.47,783.07,1024.65,2.31,3.17,0.1,0.1,0.78,0.14,0.76,0.63,0,0.22,0,0
CUST0566,34,1,2,1,2,5,6,14297,24,0.11,400.85,5879,3438.04,666.35,1373.76,3.06,2.43,0.07,0.12,0.63,0.19,0.67,0.63,0,0.23,0,0
CUST0567,40,1,3,1,3,11,9,9692,36,0.1,1085.08,7490,4058.14,312.73,2034.05,7.5,1.29,0.14,0.13,0.76,0.16,0.8,0.52,0,0.18,0,0
CUST0568,40,1,3,2,2,6,7,14056,36,0.13,501.28,5736,3107.82,473.6,1653.3,4.49,2.45,0.09,0.09,0.64,0.12,0.72,0.69,0,0.25,0,0
CUST0569,41,1,3,1,3,9,5,20584,24,0.13,1119.17,8824,4431.26,978.6,2294.97,3.35,2.33,0.13,0.12,0.64,0.21,0.8,0.64,0,0.22,0,0
CUST0570,44,1,2,2,2,12,10,14619,24,0.1,526.69,4808,2464.53,674.59,1142.19,2.69,3.04,0.11,0.07,0.67,0.26,0.79,0.7,0,0.39,0,0
CUST0571,41,1,2,2,1,12,7,24510,24,0.11,1128.5,7673,4040.64,1142.36,1361.5,2.19,3.19,0.15,0.04,0.68,0.27,0.61,0.71,0,0.22,0,0
CUST0572,42,1,2,1,2,11,8,20787,36,0.12,485.91,8055,4149.75,690.43,2728.91,4.95,2.58,0.06,0.08,0.73,0.21,0.6,0.7,0,0.29,0,0
CUST0573,38,1,2,2,3,9,8,11902,24,0.11,559.43,6485,3701.03,554.73,1669.81,4.01,1.84,0.09,0.14,0.75,0.27,0.66,0.51,0,0.37,0,0
CUST0574,31,1,2,1,1,10,9,20095,36,0.1,660.88,6039,3622.97,648.41,1106.74,2.71,3.33,0.11,0.07,0.76,0.19,0.73,0.56,0,0.19,0,0
CUST0575,30,1,2,2,1,9,4,11487,36,0.13,804.28,6912,3620.15,387.04,2100.53,6.43,1.66,0.12,0.08,0.74,0.15,0.7,0.56,0,0.22,0,0
CUST0576,42,1,3,1,3,11,6,12860,36,0.1,404.34,5275,2694.77,414.96,1760.93,5.24,2.44,0.08,0.12,0.79,0.15,0.71,0.66,0,0.32,0,0
CUST0577,30,1,2,1,2,8,4,12702,24,0.11,772.12,6540,3645.1,592.01,1530.77,3.59,1.94,0.12,0.15,0.7,0.24,0.63,0.66,0,0.18,0,0
CUST0578,33,1,3,1,1,5,10,9433,24,0.11,516.78,7095,3506.43,439.65,2632.14,6.99,1.33,0.07,0.06,0.75,0.12,0.81,0.71,0,0.2,0,0
CUST0579,40,1,2,1,2,12,10,13345,36,0.11,305.38,4696,2377.43,436.9,1576.29,4.61,2.84,0.07,0.09,0.76,0.22,0.63,0.68,0,0.2,0,0
CUST0580,39,1,3,1,1,8,4,15427,36,0.11,415.35,4840,2613.9,505.06,1305.69,3.59,3.19,0.09,0.05,0.8,0.23,0.75,0.65,0,0.38,0,0
CUST0581,45,1,2,1,1,9,6,10499,36,0.1,769.49,5389,3432.6,338.77,848.14,3.5,1.95,0.14,0.04,0.8,0.22,0.64,0.61,0,0.31,0,0
CUST0582,43,1,3,2,2,6,6,24359,36,0.13,648.61,5230,3231.21,820.75,529.43,1.65,4.66,0.12,0.08,0.64,0.12,0.81,0.52,0,0.32,0,0
CUST0583,40,1,3,2,3,12,10,10205,24,0.12,443.18,5210,3350.7,480.38,935.74,2.95,1.96,0.09,0.13,0.64,0.28,0.64,0.57,0,0.25,0,0
CUST0584,43,1,3,2,1,8,7,21718,36,0.12,859.79,7942,4477.24,721.35,1883.62,3.61,2.73,0.11,0.04,0.67,0.13,0.76,0.61,0,0.35,0,0
CUST0585,37,1,2,2,1,8,10,8562,36,0.12,673.54,4714,3030.13,284.38,725.95,3.55,1.82,0.14,0.05,0.63,0.18,0.79,0.69,0,0.36,0,0
CUST0586,39,1,2,2,1,8,10,15359,24,0.12,952.88,7771,3884.96,723.0,2210.16,4.06,1.98,0.12,0.05,0.65,0.24,0.75,0.58,0,0.19,0,0
CUST0587,33,1,2,2,3,7,4,12813,36,0.1,535.68,8764,4571.81,413.44,3243.07,8.84,1.46,0.06,0.19,0.79,0.19,0.77,0.59,0,0.21,0,0
CUST0588,39,1,3,2,2,5,6,11645,24,0.1,897.96,7851,4625.94,537.36,1789.74,4.33,1.48,0.11,0.09,0.65,0.15,0.69,0.58,0,0.39,0,0
CUST0589,44,1,3,2,3,8,7,13138,36,0.13,1263.89,8539,4855.75,442.67,1976.69,5.47,1.54,0.15,0.11,0.65,0.15,0.74,0.53,0,0.22,0,0
CUST0590,32,1,3,2,3,11,10,20467,24,0.1,769.44,7837,4256.68,944.45,1866.43,2.98,2.61,0.1,0.2,0.67,0.14,0.68,0.67,0,0.25,0,0
CUST0591,37,1,2,1,1,8,8,8359,36,0.11,906.44,6311,3245.71,273.66,1885.19,7.89,1.32,0.14,0.05,0.67,0.13,0.73,0.49,0,0.4,0,0
CUST0592,45,1,2,2,1,9,4,19686,36,0.13,386.24,4374,2471.47,663.3,852.99,2.29,4.5,0.09,0.04,0.7,0.18,0.63,0.64,0,0.25,0,0
CUST0593,33,1,2,1,3,11,7,9225,36,0.1,544.28,8113,4835.38,297.66,2435.68,9.18,1.14,0.07,0.19,0.75,0.27,0.65,0.53,0,0.33,0,0
CUST0594,34,1,3,2,1,10,6,19806,36,0.1,646.04,5319,3197.62,639.08,836.26,2.31,3.72,0.12,0.06,0.67,0.28,0.73,0.71,0,0.3,0,0
CUST0595,45,1,2,1,2,6,7,11083,36,0.11,357.53,4797,3064.27,362.84,1012.36,3.79,2.31,0.07,0.07,0.68,0.18,0.62,0.52,0,0.35,0,0
CUST0596,38,1,3,2,3,7,4,23999,24,0.11,762.5,7876,4164.25,1118.54,1830.71,2.64,3.05,0.1,0.14,0.74,0.23,0.7,0.6,0,0.32,0,0
